,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2019-01-19,1,2019-01-19,25.3,17.25,45.416666666666664,952.8666666666667,143.66666666666666,2.1166666666666667,515.4166666666666,138.16666666666666,453.5
2019-01-20,1,2019-01-20,25.383333333333336,17.900000000000002,46.833333333333336,953.2166666666667,129.5,2.441666666666667,485.8333333333333,150.08333333333334,447.75
2019-01-21,1,2019-01-21,24.516666666666666,19.125,46.25,951.9416666666666,190.25,2.3000000000000003,527.0833333333334,137.58333333333334,455.9166666666667
2019-01-22,1,2019-01-22,23.058333333333334,17.175,55.416666666666664,951.7916666666666,286.1666666666667,2.6666666666666665,544.8333333333334,133.33333333333334,461.75
2019-01-23,1,2019-01-23,22.308333333333334,15.458333333333334,56.166666666666664,952.5,314.1666666666667,2.7583333333333333,617.4166666666666,110.08333333333333,477.25
2019-01-24,1,2019-01-24,22.358333333333334,18.083333333333332,52.833333333333336,952.875,182.16666666666666,2.2916666666666665,533.0,139.5,449.5
2019-01-25,1,2019-01-25,21.433333333333334,9.333333333333334,40.25,952.0666666666666,197.08333333333334,2.5416666666666665,695.5833333333334,93.75,500.3333333333333
2019-01-26,1,2019-01-26,21.14166666666667,16.258333333333333,50.5,952.8083333333334,46.416666666666664,2.5166666666666666,354.0,190.66666666666666,430.8333333333333
2019-01-27,1,2019-01-27,21.95,20.849999999999998,57.5,954.7916666666666,66.25,3.4916666666666667,211.91666666666666,221.08333333333334,376.9166666666667
2019-01-28,1,2019-01-28,21.724999999999998,18.083333333333332,47.25,955.7583333333333,63.166666666666664,3.3249999999999997,498.9166666666667,148.0,463.6666666666667
2019-01-29,1,2019-01-29,21.816666666666666,12.65,43.333333333333336,955.3083333333334,77.33333333333333,3.0500000000000003,630.0833333333334,106.33333333333333,495.0
2019-01-30,1,2019-01-30,22.974999999999998,13.266666666666666,42.416666666666664,954.5,152.5,2.316666666666667,641.0,105.83333333333333,498.5
2019-01-31,1,2019-01-31,23.208333333333332,17.075,46.583333333333336,953.5166666666668,146.58333333333334,2.0166666666666666,567.5,125.0,483.4166666666667
2019-02-01,2,2019-02-01,23.95,21.141666666666666,48.083333333333336,953.7416666666667,169.91666666666666,1.4749999999999999,435.9166666666667,168.25,456.4166666666667
2019-02-02,2,2019-02-02,24.375,21.675,48.083333333333336,952.3166666666666,160.58333333333334,1.8916666666666666,393.5,185.16666666666666,447.75
2019-02-03,2,2019-02-03,25.333333333333332,23.708333333333332,49.25,953.525,154.41666666666666,2.6750000000000003,170.75,244.91666666666666,364.9166666666667
2019-02-04,2,2019-02-04,26.21666666666667,21.708333333333332,45.5,955.1833333333334,147.58333333333334,3.15,489.3333333333333,152.33333333333334,470.3333333333333
2019-02-05,2,2019-02-05,25.891666666666666,22.03333333333333,45.916666666666664,954.8583333333332,165.91666666666666,2.033333333333333,346.9166666666667,192.5,435.0833333333333
2019-02-06,2,2019-02-06,25.3,23.075,51.0,951.9166666666666,193.41666666666666,2.3666666666666667,316.5833333333333,225.66666666666666,424.0
2019-02-07,2,2019-02-07,22.099999999999998,16.266666666666666,52.75,952.7916666666666,303.5,3.9416666666666664,668.4166666666666,98.33333333333333,513.3333333333334
2019-02-08,2,2019-02-08,20.441666666666666,8.125,49.25,954.5583333333334,309.5,3.2083333333333335,685.75,105.58333333333333,528.8333333333334
2019-02-09,2,2019-02-09,19.658333333333335,4.166666666666667,34.75,954.3000000000001,63.75,2.733333333333333,743.0,93.83333333333333,550.4166666666666
2019-02-10,2,2019-02-10,23.03333333333333,11.308333333333332,33.583333333333336,954.2333333333332,162.75,2.566666666666667,711.9166666666666,90.25,532.9166666666666
2019-02-11,2,2019-02-11,25.833333333333332,17.633333333333333,43.5,953.9499999999999,164.08333333333334,2.2666666666666666,644.25,109.91666666666667,519.0833333333334
